Time Interval,Close,Net Chg,Open,High,Low,Tick Count
14:00 - 14:30,17535.97,6.09,17528.59,17538.26,17527.15,120
14:30 - 15:00,17539.71,3.74,17535.08,17548.8,17534.24,120
15:00 - 15:30,17546.18,6.47,17539.53,17547.86,17538,120
15:30 - 16:00,17509.01,-37.17,17546.15,17547.18,17507.7,120
16:00 - 16:30,17512.73,3.72,17512.73,17512.73,17512.73,81
09:30 - 10:00,17651.11,138.38,17629.39,17652.78,17618.59,120
10:00 - 10:30,17617.7,-33.41,17652.86,17656.3,17608.42,120
10:30 - 11:00,17636.55,18.85,17619.14,17639.57,17606.07,120
11:00 - 11:30,17651.7,15.15,17635.75,17654.94,17630.49,120
11:30 - 12:00,17662.34,10.64,17652.36,17663.17,17639.45,120
12:00 - 12:30,17650.11,-12.23,17662.59,17663.76,17648.92,120
12:30 - 13:00,17651.34,1.23,17650.1,17653.37,17643.33,120
13:00 - 13:30,17654.85,3.51,17651.6,17658.08,17648.4,120
13:30 - 14:00,17655.83,0.98,17654.67,17657.81,17653.7,120
14:00 - 14:30,17649.55,-6.28,17655.3,17655.75,17643.94,120
14:30 - 15:00,17658.84,9.29,17649.99,17659.43,17648.07,120
15:00 - 15:30,17665.44,6.6,17659.45,17674.04,17659.45,120
15:30 - 16:00,17654.01,-11.43,17665.28,17665.28,17645.98,120
16:00 - 16:30,17651.59,-2.42,17651.59,17651.59,17651.59,81
09:30 - 10:00,17714.02,62.43,17686.13,17714.02,17670.62,120
10:00 - 10:30,17723.28,9.26,17715.44,17726.17,17708.58,120
10:30 - 11:00,17715.49,-7.79,17721.43,17726.77,17711.91,120
11:00 - 11:30,17725.18,9.69,17715.86,17733.6,17714.3,120
11:30 - 12:00,17728.26,3.08,17725.83,17734.65,17725.83,120
12:00 - 12:30,17740.23,11.97,17729.19,17741.31,17728.56,120
12:30 - 13:00,17737.75,-2.48,17740.11,17743.62,17736.01,120
13:00 - 13:30,17737.21,-0.54,17737.52,17740.21,17730.91,120
13:30 - 14:00,17748.75,11.54,17737.46,17748.75,17732.38,120
14:00 - 14:30,17750.73,1.98,17748.78,17754.88,17743.55,120
14:30 - 15:00,17738.47,-12.26,17750.69,17758.49,17738.47,120
15:00 - 15:30,17733.53,-4.94,17738.19,17740.08,17733.52,120
15:30 - 16:00,17752.43,18.9,17734.57,17757.57,17732.66,120
16:00 - 16:30,17757.49,5.06,17757.49,17757.49,17757.49,81
09:30 - 10:00,17697.15,-60.34,17705.4,17716.69,17690.29,120
