Time Interval,Close,Net Chg,Open,High,Low,Tick Count
07:00 - 07:30,13346.11,3.81,13342.71,13356.33,13342.71,1800
07:30 - 08:00,13352.45,6.34,13346.11,13355.65,13341.53,1800
08:00 - 08:30,13348.81,-3.64,13352.45,13355.3,13340.95,1800
08:30 - 09:00,13346.8,-2.01,13348.87,13352.74,13342.57,1800
09:00 - 09:30,13359.01,12.21,13346.8,13359.79,13346.29,1800
09:30 - 10:00,13329.37,-29.64,13359.41,13371.3,13325.3,1800
10:00 - 10:30,13330.52,1.15,13329.28,13332.15,13296.03,1800
10:30 - 11:00,13348.21,17.69,13330.63,13348.33,13321.44,1800
11:00 - 11:30,13351.18,2.97,13348.21,13355.34,13343.16,1800
11:30 - 12:00,13345,-6.18,13351.24,13351.65,13345,900
03:00 - 03:30,13201.18,-143.82,13186.49,13219.01,13158.43,1637
03:30 - 04:00,13204.33,3.15,13201.65,13210.12,13170.75,1800
04:00 - 04:30,13243.3,38.97,13205,13262.18,13194.9,1800
04:30 - 05:00,13233.68,-9.62,13243.4,13244.91,13213.91,1800
05:00 - 05:30,13222.99,-10.69,13233.68,13241.19,13208.89,1800
05:30 - 06:00,13218.14,-4.85,13222.99,13235.78,13212.93,1800
06:00 - 06:30,13203.9,-14.24,13218.19,13219.7,13186.54,1800
06:30 - 07:00,13204.12,0.22,13203.82,13216.2,13194.55,1800
07:00 - 07:30,13186.7,-17.42,13204,13205.18,13184.48,1800
